ItemSK	WarehouseSK	CostCenterSK	IssueDateSK	Description
6575	3	46	20221001	پیرو درخواست 4616 جهت ارسال به کارگاه گروه 
13056	3	46	20221001	پیرو درخواست 4633 جهت ارسال به کارگاه
20421	3	46	20221001	پیرو درخواست 4633 جهت ارسال به کارگاه
19362	3	46	20221001	پیرو درخواست 4633 جهت ارسال به کارگاه
2047	3	33	20221002	برگشت به انبار جهت موجودی
639	3	33	20221002	برگشت به انبار جهت موجودی
17803	3	13	20221002	پیرو درخواست 4628 جهت ارسال به کارگاه
19932	3	9	20221002	کلگی اکسترودر لینانچی جهت ارسال به کارگاه 
871	3	13	20221002	فیدر کامل جهت برگشت به انبار جهت ارسال به کارگاه از اکسترودر با هماهنگی مهندس فرجی و خانم تبرائی 
20419	3	13	20221003	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 4476
6026	3	28	20221003	NULL
16544	3	28	20221003	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 4610
2328	3	13	20221003	پیرو درخواست 4416  جهت ارسال به شرکت آنا الکتریک 
7546	3	22	20221006	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 4665
22842	3	13	20221006	ارسال نمونه به کارگاه گروه جهت ساخت پیرو درخواست 4646*
593	3	32	20221008	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 4644
593	3	31	20221008	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 4645
21435	3	13	20221008	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 4624
3365	3	13	20221008	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 4664
1074	3	13	20221008	پیرو درخواست 4699 جهت ارسال به کارگاه گروه 
22939	3	13	20221008	پیرو درخواست 4680 جهت ارسال به کارگاه گروه
969	9	34	20220419	برگشت به انبار جهت ارسال امانی
21752	3	NULL	20220419	پیرو درخواست 219ارسال به کارگاه 
21753	3	NULL	20220419	پیرو درخواست 219ارسال به کارگاه 
21754	3	NULL	20220419	پیرو درخواست 219ارسال به کارگاه 
19465	3	13	20220420	پیرو در خواست 266 ارسال به کارگاه جهت تعمیر
21768	3	11	20220420	برگشت به انبار جهت ارسال به اقای نوروزی ( تحویل آقای  آشوری ) -با هماهنگی آقای عربی و آقای اویسی
6109	3	46	20220420	پیرو درخواست 268 ارسال به کارگاه
12905	3	NULL	20220609	پیرو درخواست 475 ارسال به کارگاه جهت اصلاح مجدد..
2876	3	46	20220612	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 783
2050	3	15	20220612	برگشتی از اتاق فرمولاسیون اسنک
6830	3	46	20220612	
21097	3	15	20220612	باز شده از سالن چیپس
6109	3	46	20220612	ارسال به کارگاه جهت تعویض گوشکوب پیرو درخواست 837
18720	3	7	20220612	ارسال نمونه ساخت پایه تفلونی جرقه زن به کارگاه گروه پیرو درخواست 838
18790	3	NULL	20220612	پیرو درخواست 834 ارسال به کارگاه
18790	3	13	20220612	
9307	3	1	20220612	
2201	3	40	20220614	چسب کاغذی 5 سانتی
13892	3	15	20220614	ارسال نمونه ساخت به کارگاه جهت تعمیر پیرو درخواست 869 *
21042	3	15	20220614	ارسال نمونه ساخت به کارگاه پیرو درخواست 870 *
20068	3	NULL	20220614	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 866 *
2049	3	29	20220614	
2048	3	29	20220614	
1237	3	6	20220614	
629	3	12	20220720	ارسال به تعمیر به شرکت آراکاوش پژوه پیرو درخواست 1191*
14957	3	46	20220720	پیرو درخواست 1261 جهت ارسال به کارگاه گروه صنعتی لینا
16227	3	13	20220720	پیرو درخواست 1263  جهت ارسال به آنا الکتریک
6649	3	46	20220721	پیرو درخواست  1153 جهت ارسال به کارگاه
16465	3	22	20220723	ویدیو پرژکتور تعویض شده اتاق آقای یوسف زاده مدل (VPL - CX70 - SONY)
13399	3	13	20220723	پیرو درخواست 1241 جهت ارسال به آنا الترونیک
9179	3	46	20220724	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1182
11885	3	31	20220724	به صورت امانی از شرکت پاک لایه سان ارسال شده بود و تحویل خانم حسین زاده بود - پیرو رسید امانی شماره 6195
2076	3	23	20220724	
2047	3	28	20220724	
7257	3	13	20220724	جهت ارسال امانی به کارگاه با هماهنگی اقای اویسی
9470	3	13	20220724	
22532	3	13	20220724	برگشت به انبار جهت فروش به پاک لایه سان - با هماهنگی آقای اویسی
5416	3	13	20220820	پیرو درخواست 1342 جهت ارسال به کارگاه گروه صنعتی 
14099	3	13	20220820	پیرو درخواست 1339 جهت ارسال نمونه به کارگاه گروه صنعتی
22557	3	13	20220822	برگشت به انبار جهت ارسال به آنا الکتریک - پیرو درخواست شماره 1334 و 1337 و 1333
22558	3	13	20220822	برگشت به انبار جهت ارسال به آنا الکتریک - پیرو درخواست شماره 1334 و 1337 و 1333
16103	3	13	20220822	برگشت به انبار جهت ارسال به آنا الکتریک - پیرو درخواست شماره 1334 و 1337 و 1333
16886	3	13	20220822	برگشت به انبار جهت ارسال به آنا الکتریک - پیرو درخواست شماره 1334 و 1337 و 1333
22555	3	13	20220822	برگشت به انبار جهت ارسال به آنا الکتریک - پیرو درخواست شماره 1334 و 1337 و 1333
5474	3	13	20220822	برگشت به انبار جهت ارسال به آنا الکتریک - پیرو درخواست شماره 1334 و 1337 و 1333
2243	3	13	20220822	برگشت به انبار جهت ارسال به آنا الکتریک - پیرو درخواست شماره 1334 و 1337 و 1333
7546	3	22	20221120	شیر چشمی بلندا رنگ زرد جهت تعمیر اتاق آقای یوسف زاده
23259	3	NULL	20221121	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 5303*
508	3	15	20221122	ارسال امانی یک دستگاه جت پرینتر به شماره سریال 4020264 به همراه پایه دستگاه بعلاوه پایه هد و یک عدد فتوسل Atonics100-DDT-P به شرکت پارسا مهر با هماهنگی خانم تبرایی و آقای بهرنگ
8375	3	15	20221122	ارسال امانی یک دستگاه جت پرینتر به شماره سریال 4020264 به همراه پایه دستگاه بعلاوه پایه هد و یک عدد فتوسل Atonics100-DDT-P به شرکت پارسا مهر با هماهنگی خانم تبرایی و آقای بهرنگ
482	3	31	20220919	برگشت به انبار جهت تحویل به خانم خلیلی ( مارکتینگ تهران ) - با هماهنگی خانم تبرایی و خانم حسین زاده - ارزش ریالی سیستم کامل 400.000.000 ریال می باشد
20876	3	31	20220919	برگشت به انبار جهت تحویل به خانم خلیلی ( مارکتینگ تهران ) - با هماهنگی خانم تبرایی و خانم حسین زاده - ارزش ریالی سیستم کامل 400.000.000 ریال می باشد
481	3	31	20220919	برگشت به انبار جهت تحویل به خانم خلیلی ( مارکتینگ تهران ) - با هماهنگی خانم تبرایی و خانم حسین زاده - ارزش ریالی سیستم کامل 400.000.000 ریال می باشد
480	3	31	20220919	برگشت به انبار جهت تحویل به خانم خلیلی ( مارکتینگ تهران ) - با هماهنگی خانم تبرایی و خانم حسین زاده - ارزش ریالی سیستم کامل 400.000.000 ریال می باشد
20908	3	8	20220920	برگشت به انبار جهت ارسال به کارگاه 97 جهت تست
9333	3	8	20220920	برگشت به انبار جهت ارسال به کارگاه 97 جهت تست
12905	3	13	20220920	پیرو درخواست 4489  جهت ارسال به کارگاه   
13056	3	46	20220920	ارسال به کارگاه گروه جهت نقشه کردن پیرو درخواست 4513*
22774	3	46	20220920	ارسال به کارگاه گروه جهت نقشه کردن پیرو درخواست 4513*
18038	3	NULL	20221129	ارسال به کارگاه گروه جهت ساخت کله قندی پیرو درخواست 5447*
22278	3	28	20221129	با هماهنگی خانم حسین زاده - برگشت به انبار - بدون کیف و همراه با آدابتور - طوسی رنگ - روکش کیبورد زدگی دارد - 039213355253
1885	3	46	20221129	NULL
2116	3	34	20221129	NULL
23296	3	32	20221201	با هماهنگی خانم حسین زاده جهت تعویض مانیتور 
478	3	32	20221201	با هماهنگی خانم حسین زاده جهت تعویض مانیتور 
4700	3	NULL	20221201	NULL
17641	3	1	20221201	پیرو درخواست 5482 جهت ارسال به کارگاه 
7638	3	13	20221201	پیرو درخواست 5478 جهت ارسال به کارگاه 
18922	3	13	20221201	پیرو درخواست 5478 جهت ارسال به کارگاه 
21778	3	NULL	20221201	NULL
2199	3	NULL	20221201	NULL
19570	3	NULL	20221201	NULL
4057	3	NULL	20221201	NULL
4177	3	NULL	20221201	NULL
4275	3	NULL	20221201	NULL
3584	3	NULL	20221201	NULL
18433	3	NULL	20221201	NULL
3585	3	NULL	20221201	NULL
2135	3	NULL	20221201	NULL
1158	3	NULL	20221201	NULL
5361	3	NULL	20221201	NULL
5359	3	NULL	20221201	NULL
16945	3	NULL	20221201	NULL
4197	3	NULL	20221201	NULL
15472	3	NULL	20221201	NULL
17902	3	NULL	20221201	NULL
20204	3	NULL	20221201	NULL
4170	3	NULL	20221201	NULL
4079	3	NULL	20221201	NULL
4416	3	NULL	20221201	NULL
4415	3	NULL	20221201	NULL
4326	3	NULL	20221201	NULL
4982	3	NULL	20221201	NULL
4984	3	NULL	20221201	NULL
5103	3	NULL	20221201	NULL
21131	3	NULL	20221201	NULL
17854	3	NULL	20221201	NULL
16817	3	NULL	20221201	NULL
2797	3	NULL	20221201	NULL
2916	3	NULL	20221201	NULL
1372	3	NULL	20221201	NULL
7772	3	NULL	20221201	NULL
2629	3	NULL	20221201	NULL
2630	3	NULL	20221201	NULL
5366	3	NULL	20221201	NULL
12417	3	NULL	20221201	NULL
9308	3	NULL	20221201	NULL
2567	3	NULL	20221201	NULL
16736	3	NULL	20221201	NULL
4044	3	NULL	20221201	NULL
15233	3	NULL	20221201	NULL
2755	3	NULL	20221201	NULL
2399	3	NULL	20221201	NULL
5452	3	NULL	20221201	NULL
2477	3	NULL	20221201	NULL
12937	3	NULL	20221201	NULL
5499	3	NULL	20221201	NULL
1237	3	NULL	20221201	NULL
2660	3	NULL	20221201	NULL
21573	3	NULL	20221201	NULL
2872	3	NULL	20221201	NULL
16580	3	NULL	20221201	NULL
3863	3	NULL	20221201	NULL
